0.032109826599807184 0 a 
0.08728355816122677 1 a 
0.1847792940773304 2 a 
0.30464955253024883 3 a 
0.3911777686313868 4 a 
0.3390962385404736 0 b a=0
0.2992513801900551 1 b a=0
0.20567226526802598 2 b a=0
0.11008843051410029 3 b a=0
0.045891685487344985 4 b a=0
0.2387593772600417 0 b a=1
0.27054981899741504 1 b a=1
0.2387593772600417 2 b a=1
0.16409676020163572 3 b a=1
0.08783466628086573 4 b a=1
0.15246914402033737 0 b a=2
0.22184129554377696 1 b a=2
0.25137912087177144 2 b a=2
0.22184129554377696 3 b a=2
0.15246914402033737 4 b a=2
0.08783466628086574 0 b a=3
0.16409676020163574 1 b a=3
0.23875937726004176 2 b a=3
0.2705498189974151 3 b a=3
0.23875937726004176 4 b a=3
0.045891685487344985 0 b a=4
0.11008843051410029 1 b a=4
0.20567226526802598 2 b a=4
0.2992513801900551 3 b a=4
0.3390962385404736 4 b a=4
0.16409676020163574 1 c a=2 b=4
0.23875937726004176 2 c a=2 b=4
0.2705498189974151 3 c a=2 b=4
0.23875937726004176 4 c a=2 b=4
0.1932523434669524 0 c a=3 b=0
0.24814092084603612 1 c a=3 b=0
0.24814092084603612 2 c a=3 b=0
0.1932523434669524 3 c a=3 b=0
0.11721347137402305 4 c a=3 b=0
0.15246914402033737 0 c a=3 b=1
0.22184129554377696 1 c a=3 b=1
0.25137912087177144 2 c a=3 b=1
0.22184129554377696 3 c a=3 b=1
0.15246914402033737 4 c a=3 b=1
0.11721347137402303 0 c a=3 b=2
0.19325234346695236 1 c a=3 b=2
0.2481409208460361 2 c a=3 b=2
0.2481409208460361 3 c a=3 b=2
0.19325234346695236 4 c a=3 b=2
0.08783466628086574 0 c a=3 b=3
0.16409676020163574 1 c a=3 b=3
0.23875937726004176 2 c a=3 b=3
0.2705498189974151 3 c a=3 b=3
0.23875937726004176 4 c a=3 b=3
0.06422310133425149 0 c a=3 b=4
0.13596030659152789 1 c a=3 b=4
0.22416064944836286 2 c a=3 b=4
0.2878279713129289 3 c a=3 b=4
0.2878279713129289 4 c a=3 b=4
0.15246914402033737 0 c a=4 b=0
0.22184129554377696 1 c a=4 b=0
0.25137912087177144 2 c a=4 b=0
0.22184129554377696 3 c a=4 b=0
0.15246914402033737 4 c a=4 b=0
0.11721347137402303 0 c a=4 b=1
0.19325234346695236 1 c a=4 b=1
0.2481409208460361 2 c a=4 b=1
0.2481409208460361 3 c a=4 b=1
0.19325234346695236 4 c a=4 b=1
0.08783466628086574 0 c a=4 b=2
0.16409676020163574 1 c a=4 b=2
0.23875937726004176 2 c a=4 b=2
0.2705498189974151 3 c a=4 b=2
0.23875937726004176 4 c a=4 b=2
0.06422310133425149 0 c a=4 b=3
0.13596030659152789 1 c a=4 b=3
0.22416064944836286 2 c a=4 b=3
0.2878279713129289 3 c a=4 b=3
0.2878279713129289 4 c a=4 b=3
0.045891685487344985 0 c a=4 b=4
0.11008843051410029 1 c a=4 b=4
0.20567226526802598 2 c a=4 b=4
0.2992513801900551 3 c a=4 b=4
0.3390962385404736 4 c a=4 b=4
0.3390962385404736 0 d a=0 b=0 c=0
0.2992513801900551 1 d a=0 b=0 c=0
0.20567226526802598 2 d a=0 b=0 c=0
0.11008843051410029 3 d a=0 b=0 c=0
0.045891685487344985 4 d a=0 b=0 c=0
0.30474255074718687 0 d a=0 b=0 c=1
0.2923058418092481 1 d a=0 b=0 c=1
0.21835757927448124 2 d a=0 b=0 c=1
0.12703559518645266 3 d a=0 b=0 c=1
0.057558432982631205 4 d a=0 b=0 c=1
0.27115796841363976 0 d a=0 b=0 c=2
0.2826949007872456 1 d a=0 b=0 c=2
0.22953026482061242 2 d a=0 b=0 c=2
0.14514040152739202 3 d a=0 b=0 c=2
0.07147646445111007 4 d a=0 b=0 c=2
0.2387593772600417 0 d a=0 b=0 c=3
0.27054981899741504 1 d a=0 b=0 c=3
0.2387593772600417 2 d a=0 b=0 c=3
0.16409676020163572 3 d a=0 b=0 c=3
0.08783466628086573 4 d a=0 b=0 c=3
0.2079478466840826 0 d a=0 b=0 c=4
0.2561134843512757 1 d a=0 b=0 c=4
0.24566135401322986 2 d a=0 b=0 c=4
0.1835133305978392 3 d a=0 b=0 c=4
0.1067639843535728 4 d a=0 b=0 c=4
0.30474255074718687 0 d a=0 b=1 c=0
0.2923058418092481 1 d a=0 b=1 c=0
0.21835757927448124 2 d a=0 b=1 c=0
0.12703559518645266 3 d a=0 b=1 c=0
0.057558432982631205 4 d a=0 b=1 c=0
0.27115796841363976 0 d a=0 b=1 c=1
0.2826949007872456 1 d a=0 b=1 c=1
0.22953026482061242 2 d a=0 b=1 c=1
0.14514040152739202 3 d a=0 b=1 c=1
0.07147646445111007 4 d a=0 b=1 c=1
0.2387593772600417 0 d a=0 b=1 c=2
0.27054981899741504 1 d a=0 b=1 c=2
0.2387593772600417 2 d a=0 b=1 c=2
0.16409676020163572 3 d a=0 b=1 c=2
0.08783466628086573 4 d a=0 b=1 c=2
0.2079478466840826 0 d a=0 b=1 c=3
0.2561134843512757 1 d a=0 b=1 c=3
0.24566135401322986 2 d a=0 b=1 c=3
0.1835133305978392 3 d a=0 b=1 c=3
0.1067639843535728 4 d a=0 b=1 c=3
0.17908473296695238 0 d a=0 b=1 c=4
0.23973298201518906 1 d a=0 b=1 c=4
0.24993287847190324 2 d a=0 b=1 c=4
0.2029295881293878 3 d a=0 b=1 c=4
0.1283198184165675 4 d a=0 b=1 c=4
0.27115796841363976 0 d a=0 b=2 c=0
0.2826949007872456 1 d a=0 b=2 c=0
0.22953026482061242 2 d a=0 b=2 c=0
0.14514040152739202 3 d a=0 b=2 c=0
0.07147646445111007 4 d a=0 b=2 c=0
0.2387593772600417 0 d a=0 b=2 c=1
0.27054981899741504 1 d a=0 b=2 c=1
0.2387593772600417 2 d a=0 b=2 c=1
0.16409676020163572 3 d a=0 b=2 c=1
0.08783466628086573 4 d a=0 b=2 c=1
0.2079478466840826 0 d a=0 b=2 c=2
0.2561134843512757 1 d a=0 b=2 c=2
0.24566135401322986 2 d a=0 b=2 c=2
0.1835133305978392 3 d a=0 b=2 c=2
0.1067639843535728 4 d a=0 b=2 c=2
0.17908473296695238 0 d a=0 b=2 c=3
0.23973298201518906 1 d a=0 b=2 c=3
0.24993287847190324 2 d a=0 b=2 c=3
0.2029295881293878 3 d a=0 b=2 c=3
0.1283198184165675 4 d a=0 b=2 c=3
0.15246914402033737 0 d a=0 b=2 c=4
0.22184129554377696 1 d a=0 b=2 c=4
0.25137912087177144 2 d a=0 b=2 c=4
0.22184129554377696 3 d a=0 b=2 c=4
0.15246914402033737 4 d a=0 b=2 c=4
0.2387593772600417 0 d a=0 b=3 c=0
0.27054981899741504 1 d a=0 b=3 c=0
0.2387593772600417 2 d a=0 b=3 c=0
0.16409676020163572 3 d a=0 b=3 c=0
0.08783466628086573 4 d a=0 b=3 c=0
0.2079478466840826 0 d a=0 b=3 c=1
0.2561134843512757 1 d a=0 b=3 c=1
0.24566135401322986 2 d a=0 b=3 c=1
0.1835133305978392 3 d a=0 b=3 c=1
0.1067639843535728 4 d a=0 b=3 c=1
0.17908473296695238 0 d a=0 b=3 c=2
0.23973298201518906 1 d a=0 b=3 c=2
0.24993287847190324 2 d a=0 b=3 c=2
0.2029295881293878 3 d a=0 b=3 c=2
0.1283198184165675 4 d a=0 b=3 c=2
0.15246914402033737 0 d a=0 b=3 c=3
0.22184129554377696 1 d a=0 b=3 c=3
0.25137912087177144 2 d a=0 b=3 c=3
0.22184129554377696 3 d a=0 b=3 c=3
0.15246914402033737 4 d a=0 b=3 c=3
0.12831981841656745 0 d a=0 b=3 c=4
0.2029295881293878 1 d a=0 b=3 c=4
0.24993287847190324 2 d a=0 b=3 c=4
0.23973298201518906 3 d a=0 b=3 c=4
0.1790847329669524 4 d a=0 b=3 c=4
0.2079478466840826 0 d a=0 b=4 c=0
0.2561134843512757 1 d a=0 b=4 c=0
0.24566135401322986 2 d a=0 b=4 c=0
0.1835133305978392 3 d a=0 b=4 c=0
0.1067639843535728 4 d a=0 b=4 c=0
0.17908473296695238 0 d a=0 b=4 c=1
0.23973298201518906 1 d a=0 b=4 c=1
0.24993287847190324 2 d a=0 b=4 c=1
0.2029295881293878 3 d a=0 b=4 c=1
0.1283198184165675 4 d a=0 b=4 c=1
0.15246914402033737 0 d a=0 b=4 c=2
0.22184129554377696 1 d a=0 b=4 c=2
0.25137912087177144 2 d a=0 b=4 c=2
0.22184129554377696 3 d a=0 b=4 c=2
0.15246914402033737 4 d a=0 b=4 c=2
0.12831981841656745 0 d a=0 b=4 c=3
0.2029295881293878 1 d a=0 b=4 c=3
0.24993287847190324 2 d a=0 b=4 c=3
0.23973298201518906 3 d a=0 b=4 c=3
0.1790847329669524 4 d a=0 b=4 c=3
0.10676398435357282 0 d a=0 b=4 c=4
0.1835133305978392 1 d a=0 b=4 c=4
0.24566135401322983 2 d a=0 b=4 c=4
0.2561134843512756 3 d a=0 b=4 c=4
0.20794784668408256 4 d a=0 b=4 c=4
0.30474255074718687 0 d a=1 b=0 c=0
0.2923058418092481 1 d a=1 b=0 c=0
0.21835757927448124 2 d a=1 b=0 c=0
0.12703559518645266 3 d a=1 b=0 c=0
0.057558432982631205 4 d a=1 b=0 c=0
0.27115796841363976 0 d a=1 b=0 c=1
0.2826949007872456 1 d a=1 b=0 c=1
0.22953026482061242 2 d a=1 b=0 c=1
0.14514040152739202 3 d a=1 b=0 c=1
0.07147646445111007 4 d a=1 b=0 c=1
0.2387593772600417 0 d a=1 b=0 c=2
0.27054981899741504 1 d a=1 b=0 c=2
0.2387593772600417 2 d a=1 b=0 c=2
0.16409676020163572 3 d a=1 b=0 c=2
0.08783466628086573 4 d a=1 b=0 c=2
0.2079478466840826 0 d a=1 b=0 c=3
0.2561134843512757 1 d a=1 b=0 c=3
0.24566135401322986 2 d a=1 b=0 c=3
0.1835133305978392 3 d a=1 b=0 c=3
0.1067639843535728 4 d a=1 b=0 c=3
0.17908473296695238 0 d a=1 b=0 c=4
0.23973298201518906 1 d a=1 b=0 c=4
0.24993287847190324 2 d a=1 b=0 c=4
0.2029295881293878 3 d a=1 b=0 c=4
0.1283198184165675 4 d a=1 b=0 c=4
0.27115796841363976 0 d a=1 b=1 c=0
0.2826949007872456 1 d a=1 b=1 c=0
0.22953026482061242 2 d a=1 b=1 c=0
0.14514040152739202 3 d a=1 b=1 c=0
0.07147646445111007 4 d a=1 b=1 c=0
0.2387593772600417 0 d a=1 b=1 c=1
0.27054981899741504 1 d a=1 b=1 c=1
0.2387593772600417 2 d a=1 b=1 c=1
0.16409676020163572 3 d a=1 b=1 c=1
0.08783466628086573 4 d a=1 b=1 c=1
0.2079478466840826 0 d a=1 b=1 c=2
0.2561134843512757 1 d a=1 b=1 c=2
0.24566135401322986 2 d a=1 b=1 c=2
0.1835133305978392 3 d a=1 b=1 c=2
0.1067639843535728 4 d a=1 b=1 c=2
0.17908473296695238 0 d a=1 b=1 c=3
0.23973298201518906 1 d a=1 b=1 c=3
0.24993287847190324 2 d a=1 b=1 c=3
0.2029295881293878 3 d a=1 b=1 c=3
0.1283198184165675 4 d a=1 b=1 c=3
0.15246914402033737 0 d a=1 b=1 c=4
0.22184129554377696 1 d a=1 b=1 c=4
0.25137912087177144 2 d a=1 b=1 c=4
0.22184129554377696 3 d a=1 b=1 c=4
0.15246914402033737 4 d a=1 b=1 c=4
0.2387593772600417 0 d a=1 b=2 c=0
0.27054981899741504 1 d a=1 b=2 c=0
0.2387593772600417 2 d a=1 b=2 c=0
0.16409676020163572 3 d a=1 b=2 c=0
0.08783466628086573 4 d a=1 b=2 c=0
0.2079478466840826 0 d a=1 b=2 c=1
0.2561134843512757 1 d a=1 b=2 c=1
0.24566135401322986 2 d a=1 b=2 c=1
0.1835133305978392 3 d a=1 b=2 c=1
0.1067639843535728 4 d a=1 b=2 c=1
0.17908473296695238 0 d a=1 b=2 c=2
0.23973298201518906 1 d a=1 b=2 c=2
0.24993287847190324 2 d a=1 b=2 c=2
0.2029295881293878 3 d a=1 b=2 c=2
0.1283198184165675 4 d a=1 b=2 c=2
0.15246914402033737 0 d a=1 b=2 c=3
0.22184129554377696 1 d a=1 b=2 c=3
0.25137912087177144 2 d a=1 b=2 c=3
0.22184129554377696 3 d a=1 b=2 c=3
0.15246914402033737 4 d a=1 b=2 c=3
0.12831981841656745 0 d a=1 b=2 c=4
0.2029295881293878 1 d a=1 b=2 c=4
0.24993287847190324 2 d a=1 b=2 c=4
0.23973298201518906 3 d a=1 b=2 c=4
0.1790847329669524 4 d a=1 b=2 c=4
0.2079478466840826 0 d a=1 b=3 c=0
0.2561134843512757 1 d a=1 b=3 c=0
0.24566135401322986 2 d a=1 b=3 c=0
0.1835133305978392 3 d a=1 b=3 c=0
0.1067639843535728 4 d a=1 b=3 c=0
0.17908473296695238 0 d a=1 b=3 c=1
0.23973298201518906 1 d a=1 b=3 c=1
0.24993287847190324 2 d a=1 b=3 c=1
0.2029295881293878 3 d a=1 b=3 c=1
0.1283198184165675 4 d a=1 b=3 c=1
0.15246914402033737 0 d a=1 b=3 c=2
0.22184129554377696 1 d a=1 b=3 c=2
0.25137912087177144 2 d a=1 b=3 c=2
0.22184129554377696 3 d a=1 b=3 c=2
0.15246914402033737 4 d a=1 b=3 c=2
0.12831981841656745 0 d a=1 b=3 c=3
0.2029295881293878 1 d a=1 b=3 c=3
0.24993287847190324 2 d a=1 b=3 c=3
0.23973298201518906 3 d a=1 b=3 c=3
0.1790847329669524 4 d a=1 b=3 c=3
0.10676398435357282 0 d a=1 b=3 c=4
0.1835133305978392 1 d a=1 b=3 c=4
0.24566135401322983 2 d a=1 b=3 c=4
0.2561134843512756 3 d a=1 b=3 c=4
0.20794784668408256 4 d a=1 b=3 c=4
0.17908473296695238 0 d a=1 b=4 c=0
0.23973298201518906 1 d a=1 b=4 c=0
0.24993287847190324 2 d a=1 b=4 c=0
0.2029295881293878 3 d a=1 b=4 c=0
0.1283198184165675 4 d a=1 b=4 c=0
0.15246914402033737 0 d a=1 b=4 c=1
0.22184129554377696 1 d a=1 b=4 c=1
0.25137912087177144 2 d a=1 b=4 c=1
0.22184129554377696 3 d a=1 b=4 c=1
0.15246914402033737 4 d a=1 b=4 c=1
0.12831981841656745 0 d a=1 b=4 c=2
0.2029295881293878 1 d a=1 b=4 c=2
0.24993287847190324 2 d a=1 b=4 c=2
0.23973298201518906 3 d a=1 b=4 c=2
0.1790847329669524 4 d a=1 b=4 c=2
0.10676398435357282 0 d a=1 b=4 c=3
0.1835133305978392 1 d a=1 b=4 c=3
0.24566135401322983 2 d a=1 b=4 c=3
0.2561134843512756 3 d a=1 b=4 c=3
0.20794784668408256 4 d a=1 b=4 c=3
0.08783466628086574 0 d a=1 b=4 c=4
0.16409676020163574 1 d a=1 b=4 c=4
0.23875937726004176 2 d a=1 b=4 c=4
0.2705498189974151 3 d a=1 b=4 c=4
0.23875937726004176 4 d a=1 b=4 c=4
0.27115796841363976 0 d a=2 b=0 c=0
0.2826949007872456 1 d a=2 b=0 c=0
0.22953026482061242 2 d a=2 b=0 c=0
0.14514040152739202 3 d a=2 b=0 c=0
0.07147646445111007 4 d a=2 b=0 c=0
0.2387593772600417 0 d a=2 b=0 c=1
0.27054981899741504 1 d a=2 b=0 c=1
0.2387593772600417 2 d a=2 b=0 c=1
0.16409676020163572 3 d a=2 b=0 c=1
0.08783466628086573 4 d a=2 b=0 c=1
0.2079478466840826 0 d a=2 b=0 c=2
0.2561134843512757 1 d a=2 b=0 c=2
0.24566135401322986 2 d a=2 b=0 c=2
0.1835133305978392 3 d a=2 b=0 c=2
0.1067639843535728 4 d a=2 b=0 c=2
0.17908473296695238 0 d a=2 b=0 c=3
0.23973298201518906 1 d a=2 b=0 c=3
0.24993287847190324 2 d a=2 b=0 c=3
0.2029295881293878 3 d a=2 b=0 c=3
0.1283198184165675 4 d a=2 b=0 c=3
0.15246914402033737 0 d a=2 b=0 c=4
0.22184129554377696 1 d a=2 b=0 c=4
0.25137912087177144 2 d a=2 b=0 c=4
0.22184129554377696 3 d a=2 b=0 c=4
0.15246914402033737 4 d a=2 b=0 c=4
0.2387593772600417 0 d a=2 b=1 c=0
0.27054981899741504 1 d a=2 b=1 c=0
0.2387593772600417 2 d a=2 b=1 c=0
0.16409676020163572 3 d a=2 b=1 c=0
0.08783466628086573 4 d a=2 b=1 c=0
0.2079478466840826 0 d a=2 b=1 c=1
0.2561134843512757 1 d a=2 b=1 c=1
0.24566135401322986 2 d a=2 b=1 c=1
0.1835133305978392 3 d a=2 b=1 c=1
0.1067639843535728 4 d a=2 b=1 c=1
0.17908473296695238 0 d a=2 b=1 c=2
0.23973298201518906 1 d a=2 b=1 c=2
0.24993287847190324 2 d a=2 b=1 c=2
0.2029295881293878 3 d a=2 b=1 c=2
0.1283198184165675 4 d a=2 b=1 c=2
0.15246914402033737 0 d a=2 b=1 c=3
0.22184129554377696 1 d a=2 b=1 c=3
0.25137912087177144 2 d a=2 b=1 c=3
0.22184129554377696 3 d a=2 b=1 c=3
0.15246914402033737 4 d a=2 b=1 c=3
0.12831981841656745 0 d a=2 b=1 c=4
0.2029295881293878 1 d a=2 b=1 c=4
0.24993287847190324 2 d a=2 b=1 c=4
0.23973298201518906 3 d a=2 b=1 c=4
0.1790847329669524 4 d a=2 b=1 c=4
0.2079478466840826 0 d a=2 b=2 c=0
0.2561134843512757 1 d a=2 b=2 c=0
0.24566135401322986 2 d a=2 b=2 c=0
0.1835133305978392 3 d a=2 b=2 c=0
0.1067639843535728 4 d a=2 b=2 c=0
0.17908473296695238 0 d a=2 b=2 c=1
0.23973298201518906 1 d a=2 b=2 c=1
0.24993287847190324 2 d a=2 b=2 c=1
0.2029295881293878 3 d a=2 b=2 c=1
0.1283198184165675 4 d a=2 b=2 c=1
0.15246914402033737 0 d a=2 b=2 c=2
0.22184129554377696 1 d a=2 b=2 c=2
0.25137912087177144 2 d a=2 b=2 c=2
0.22184129554377696 3 d a=2 b=2 c=2
0.15246914402033737 4 d a=2 b=2 c=2
0.12831981841656745 0 d a=2 b=2 c=3
0.2029295881293878 1 d a=2 b=2 c=3
0.24993287847190324 2 d a=2 b=2 c=3
0.23973298201518906 3 d a=2 b=2 c=3
0.1790847329669524 4 d a=2 b=2 c=3
0.10676398435357282 0 d a=2 b=2 c=4
0.1835133305978392 1 d a=2 b=2 c=4
0.24566135401322983 2 d a=2 b=2 c=4
0.2561134843512756 3 d a=2 b=2 c=4
0.20794784668408256 4 d a=2 b=2 c=4
0.17908473296695238 0 d a=2 b=3 c=0
0.23973298201518906 1 d a=2 b=3 c=0
0.24993287847190324 2 d a=2 b=3 c=0
0.2029295881293878 3 d a=2 b=3 c=0
0.1283198184165675 4 d a=2 b=3 c=0
0.15246914402033737 0 d a=2 b=3 c=1
0.22184129554377696 1 d a=2 b=3 c=1
0.25137912087177144 2 d a=2 b=3 c=1
0.22184129554377696 3 d a=2 b=3 c=1
0.15246914402033737 4 d a=2 b=3 c=1
0.12831981841656745 0 d a=2 b=3 c=2
0.2029295881293878 1 d a=2 b=3 c=2
0.24993287847190324 2 d a=2 b=3 c=2
0.23973298201518906 3 d a=2 b=3 c=2
0.1790847329669524 4 d a=2 b=3 c=2
0.10676398435357282 0 d a=2 b=3 c=3
0.1835133305978392 1 d a=2 b=3 c=3
0.24566135401322983 2 d a=2 b=3 c=3
0.2561134843512756 3 d a=2 b=3 c=3
0.20794784668408256 4 d a=2 b=3 c=3
0.08783466628086574 0 d a=2 b=3 c=4
0.16409676020163574 1 d a=2 b=3 c=4
0.23875937726004176 2 d a=2 b=3 c=4
0.2705498189974151 3 d a=2 b=3 c=4
0.23875937726004176 4 d a=2 b=3 c=4
0.15246914402033737 0 d a=2 b=4 c=0
0.22184129554377696 1 d a=2 b=4 c=0
0.25137912087177144 2 d a=2 b=4 c=0
0.22184129554377696 3 d a=2 b=4 c=0
0.15246914402033737 4 d a=2 b=4 c=0
0.12831981841656745 0 d a=2 b=4 c=1
0.2029295881293878 1 d a=2 b=4 c=1
0.24993287847190324 2 d a=2 b=4 c=1
0.23973298201518906 3 d a=2 b=4 c=1
0.1790847329669524 4 d a=2 b=4 c=1
0.10676398435357282 0 d a=2 b=4 c=2
0.1835133305978392 1 d a=2 b=4 c=2
0.24566135401322983 2 d a=2 b=4 c=2
0.2561134843512756 3 d a=2 b=4 c=2
0.20794784668408256 4 d a=2 b=4 c=2
0.08783466628086574 0 d a=2 b=4 c=3
0.16409676020163574 1 d a=2 b=4 c=3
0.23875937726004176 2 d a=2 b=4 c=3
0.2705498189974151 3 d a=2 b=4 c=3
0.23875937726004176 4 d a=2 b=4 c=3
0.07147646445111007 0 d a=2 b=4 c=4
0.14514040152739205 1 d a=2 b=4 c=4
0.22953026482061248 2 d a=2 b=4 c=4
0.28269490078724563 3 d a=2 b=4 c=4
0.2711579684136398 4 d a=2 b=4 c=4
0.2387593772600417 0 d a=3 b=0 c=0
0.27054981899741504 1 d a=3 b=0 c=0
0.2387593772600417 2 d a=3 b=0 c=0
0.16409676020163572 3 d a=3 b=0 c=0
0.08783466628086573 4 d a=3 b=0 c=0
0.2079478466840826 0 d a=3 b=0 c=1
0.2561134843512757 1 d a=3 b=0 c=1
0.24566135401322986 2 d a=3 b=0 c=1
0.1835133305978392 3 d a=3 b=0 c=1
0.1067639843535728 4 d a=3 b=0 c=1
0.17908473296695238 0 d a=3 b=0 c=2
0.23973298201518906 1 d a=3 b=0 c=2
0.24993287847190324 2 d a=3 b=0 c=2
0.2029295881293878 3 d a=3 b=0 c=2
0.1283198184165675 4 d a=3 b=0 c=2
0.15246914402033737 0 d a=3 b=0 c=3
0.22184129554377696 1 d a=3 b=0 c=3
0.25137912087177144 2 d a=3 b=0 c=3
0.22184129554377696 3 d a=3 b=0 c=3
0.15246914402033737 4 d a=3 b=0 c=3
0.12831981841656745 0 d a=3 b=0 c=4
0.2029295881293878 1 d a=3 b=0 c=4
0.24993287847190324 2 d a=3 b=0 c=4
0.23973298201518906 3 d a=3 b=0 c=4
0.1790847329669524 4 d a=3 b=0 c=4
0.2079478466840826 0 d a=3 b=1 c=0
0.2561134843512757 1 d a=3 b=1 c=0
0.24566135401322986 2 d a=3 b=1 c=0
0.1835133305978392 3 d a=3 b=1 c=0
0.1067639843535728 4 d a=3 b=1 c=0
0.17908473296695238 0 d a=3 b=1 c=1
0.23973298201518906 1 d a=3 b=1 c=1
0.24993287847190324 2 d a=3 b=1 c=1
0.2029295881293878 3 d a=3 b=1 c=1
0.1283198184165675 4 d a=3 b=1 c=1
0.15246914402033737 0 d a=3 b=1 c=2
0.22184129554377696 1 d a=3 b=1 c=2
0.25137912087177144 2 d a=3 b=1 c=2
0.22184129554377696 3 d a=3 b=1 c=2
0.15246914402033737 4 d a=3 b=1 c=2
0.12831981841656745 0 d a=3 b=1 c=3
0.2029295881293878 1 d a=3 b=1 c=3
0.24993287847190324 2 d a=3 b=1 c=3
0.23973298201518906 3 d a=3 b=1 c=3
0.1790847329669524 4 d a=3 b=1 c=3
0.10676398435357282 0 d a=3 b=1 c=4
0.1835133305978392 1 d a=3 b=1 c=4
0.24566135401322983 2 d a=3 b=1 c=4
0.2561134843512756 3 d a=3 b=1 c=4
0.20794784668408256 4 d a=3 b=1 c=4
0.17908473296695238 0 d a=3 b=2 c=0
0.23973298201518906 1 d a=3 b=2 c=0
0.24993287847190324 2 d a=3 b=2 c=0
0.2029295881293878 3 d a=3 b=2 c=0
0.1283198184165675 4 d a=3 b=2 c=0
0.15246914402033737 0 d a=3 b=2 c=1
0.22184129554377696 1 d a=3 b=2 c=1
0.25137912087177144 2 d a=3 b=2 c=1
0.22184129554377696 3 d a=3 b=2 c=1
0.15246914402033737 4 d a=3 b=2 c=1
0.12831981841656745 0 d a=3 b=2 c=2
0.2029295881293878 1 d a=3 b=2 c=2
0.24993287847190324 2 d a=3 b=2 c=2
0.23973298201518906 3 d a=3 b=2 c=2
0.1790847329669524 4 d a=3 b=2 c=2
